Species,longitude,latitude
GreatHornbill,78.992582,29.423777
GreatHornbill,93.546249,26.682722
GreatHornbill,95.518398,27.350479
GreatHornbill,77.326471,9.522097
GreatHornbill,76.871166,10.318524
GreatHornbill,77.25476,9.526873
GreatHornbill,74.252987,15.119193
GreatHornbill,88.797472,26.75617
GreatHornbill,76.788511,11.36729
GreatHornbill,93.1711,26.5775
GreatHornbill,77.082385,9.434078
GreatHornbill,96.415797,27.465184
GreatHornbill,96.415797,27.465184
GreatHornbill,92.913287,26.989907
GreatHornbill,91.019025,26.738358
GreatHornbill,78.20755,29.962073
GreatHornbill,96.415797,27.465184
GreatHornbill,93.546249,26.682722
GreatHornbill,92.913287,26.989907
GreatHornbill,78.992582,29.423777
GreatHornbill,90.30551,26.71717
GreatHornbill,77.256197,9.524781
GreatHornbill,93.546249,26.682722
GreatHornbill,93.520517,26.64092
GreatHornbill,76.934381,10.35776
GreatHornbill,76.934381,10.35776
GreatHornbill,76.934381,10.35776
GreatHornbill,93.520517,26.64092
GreatHornbill,96.415797,27.465184
GreatHornbill,93.1711,26.5775
GreatHornbill,76.993089,10.369185
GreatHornbill,93.41946,26.649729
GreatHornbill,76.993089,10.369185
GreatHornbill,76.96308,10.348948
GreatHornbill,92.812097,27.087146
GreatHornbill,92.812097,27.087146
GreatHornbill,79.104223,29.546916
GreatHornbill,92.853699,26.950963
GreatHornbill,76.640024,11.570584
GreatHornbill,74.112396,15.615101
GreatHornbill,76.953735,10.329072
GreatHornbill,96.44165,27.53874
GreatHornbill,96.441646,27.53874
GreatHornbill,76.937599,10.351512
GreatHornbill,76.679624,10.532813
GreatHornbill,93.512844,26.694091
GreatHornbill,89.582959,26.772798
GreatHornbill,76.702815,10.305718
GreatHornbill,96.44165,27.53874
GreatHornbill,92.812097,27.087146
GreatHornbill,76.743611,11.226389
GreatHornbill,96.44165,27.53874
GreatHornbill,76.953735,10.329072
GreatHornbill,76.828508,10.516168
GreatHornbill,74.206295,15.746658
GreatHornbill,76.383133,10.29785
GreatHornbill,76.953735,10.329072
GreatHornbill,76.684055,10.530514
GreatHornbill,77.180328,9.576376
GreatHornbill,93.41946,26.649729
GreatHornbill,76.684055,10.530514
GreatHornbill,76.953735,10.329072
GreatHornbill,76.837944,10.522833
GreatHornbill,93.147261,26.574864
GreatHornbill,78.905804,29.458648
GreatHornbill,76.640024,11.570584
GreatHornbill,74.206295,15.746658
GreatHornbill,93.04535,26.57478
GreatHornbill,96.44165,27.53874
GreatHornbill,78.775604,29.529911
GreatHornbill,74.176941,15.659404
GreatHornbill,76.718614,10.406998
GreatHornbill,93.41946,26.649729
GreatHornbill,78.894453,29.453649
GreatHornbill,77.359028,8.59494
GreatHornbill,78.905804,29.458648
GreatHornbill,76.684055,10.530514
GreatHornbill,92.853699,26.950963
GreatHornbill,92.811942,27.092752
GreatHornbill,96.44165,27.53874
GreatHornbill,74.176941,15.659404
GreatHornbill,76.953735,10.329072
GreatHornbill,76.741047,10.453461
GreatHornbill,76.953735,10.329072
GreatHornbill,96.44165,27.53874
GreatHornbill,96.441646,27.53874
GreatHornbill,76.843306,10.537389
GreatHornbill,96.44165,27.53874
GreatHornbill,79.053841,29.481926
GreatHornbill,78.986206,29.435113
GreatHornbill,96.441646,27.53874
GreatHornbill,76.743611,11.226389
GreatHornbill,76.718614,10.406998
GreatHornbill,89.582959,26.772798
GreatHornbill,96.44165,27.53874
GreatHornbill,76.718614,10.406998
GreatHornbill,93.147261,26.574864
GreatHornbill,76.937599,10.351512
GreatHornbill,76.953735,10.329072
GreatHornbill,77.3065,8.691166
GreatHornbill,77.618638,9.727288
GreatHornbill,77.3065,8.691166
GreatHornbill,79.330173,29.294184
GreatHornbill,78.20755,29.962073
GreatHornbill,76.995921,10.363191
GreatHornbill,79.112678,29.47562
GreatHornbill,76.953735,10.329072
GreatHornbill,76.934381,10.35776
GreatHornbill,76.933204,10.357589
GreatHornbill,79.112678,29.47562
GreatHornbill,76.605236,11.535124
GreatHornbill,76.605236,11.535124
GreatHornbill,76.937599,10.351512
GreatHornbill,74.2297,15.568309
GreatHornbill,76.953735,10.329072
GreatHornbill,88.340163,26.801511
GreatHornbill,92.827795,26.924096
GreatHornbill,74.389973,15.158962
GreatHornbill,79.22533,29.377927
GreatHornbill,79.239416,29.364658
GreatHornbill,78.774765,29.530021
GreatHornbill,89.610329,26.698232
GreatHornbill,79.186157,29.364224
GreatHornbill,76.953735,10.329072
GreatHornbill,93.294525,26.608788
GreatHornbill,76.605236,11.535124
GreatHornbill,93.398209,26.643776
GreatHornbill,78.774765,29.530021
GreatHornbill,79.22533,29.377927
GreatHornbill,79.22533,29.377927
GreatHornbill,74.411342,14.859887
GreatHornbill,79.127269,29.394216
GreatHornbill,76.960291,10.330355
GreatHornbill,76.969194,10.457787
GreatHornbill,92.812097,27.087146
GreatHornbill,92.947698,26.957281
GreatHornbill,79.330173,29.294184
GreatHornbill,79.221618,29.407058
GreatHornbill,74.53228,15.286415
GreatHornbill,76.960291,10.330355
GreatHornbill,79.187281,29.365206
GreatHornbill,76.646161,11.532117
GreatHornbill,79.13833,29.49492
GreatHornbill,79.053841,29.481926
GreatHornbill,78.126397,30.530846
GreatHornbill,79.112678,29.47562
GreatHornbill,76.640024,11.570584
GreatHornbill,76.969194,10.457787
GreatHornbill,76.953735,10.329072
GreatHornbill,79.22533,29.377927
GreatHornbill,79.22533,29.377927
GreatHornbill,92.853699,26.950963
GreatHornbill,79.21462,29.37775
GreatHornbill,93.398209,26.643776
GreatHornbill,79.133462,29.417268
GreatHornbill,77.0228,10.29868
GreatHornbill,76.844087,10.470088
GreatHornbill,74.520586,15.292361
GreatHornbill,79.239416,29.364658
GreatHornbill,76.937599,10.351512
GreatHornbill,74.406796,14.855248
GreatHornbill,76.605236,11.535124
GreatHornbill,79.381325,29.330875
GreatHornbill,93.171385,26.577724
GreatHornbill,76.605236,11.535124
GreatHornbill,79.133462,29.417268
GreatHornbill,76.933204,10.357589
GreatHornbill,79.133462,29.417268
GreatHornbill,76.934381,10.35776
GreatHornbill,76.383133,10.29785
GreatHornbill,79.22533,29.377927
GreatHornbill,76.702815,10.305718
GreatHornbill,76.605236,11.535124
GreatHornbill,93.171385,26.577724
GreatHornbill,76.969194,10.457787
GreatHornbill,92.947698,26.957281
GreatHornbill,79.41985,29.35934
GreatHornbill,74.407021,14.855497
GreatHornbill,76.937599,10.351512
GreatHornbill,76.969194,10.457787
GreatHornbill,76.984034,10.448805
GreatHornbill,79.22533,29.377927
GreatHornbill,76.953735,10.329072
GreatHornbill,79.112678,29.47562
GreatHornbill,76.605236,11.535124
GreatHornbill,92.853699,26.950963
GreatHornbill,92.829636,26.919804
GreatHornbill,79.186157,29.364224
GreatHornbill,79.237365,29.404023
GreatHornbill,77.02238,10.3111
GreatHornbill,76.953735,10.329072
GreatHornbill,76.953735,10.329072
GreatHornbill,77.001522,9.248599
GreatHornbill,79.222427,29.406872
GreatHornbill,76.9697,10.338118
GreatHornbill,76.933204,10.357589
GreatHornbill,93.294525,26.608788
GreatHornbill,79.22533,29.377927
GreatHornbill,76.532607,11.556289
GreatHornbill,76.532607,11.556289
GreatHornbill,76.933204,10.357589
GreatHornbill,76.934381,10.35776
GreatHornbill,73.801754,16.945074
GreatHornbill,76.968713,10.342303
GreatHornbill,74.106174,15.44185
GreatHornbill,92.812097,27.087146
GreatHornbill,92.853699,26.950963
GreatHornbill,91.019025,26.738358
GreatHornbill,88.75963,27.00246
GreatHornbill,76.934381,10.35776
GreatHornbill,76.77569,10.392879
GreatHornbill,93.176551,26.569491
GreatHornbill,93.398209,26.643776
GreatHornbill,93.410865,26.582274
GreatHornbill,92.812097,27.087146
GreatHornbill,76.755316,11.21286
GreatHornbill,92.812097,27.087146
GreatHornbill,76.93679,10.35358
GreatHornbill,93.405362,26.581864
GreatHornbill,92.812097,27.087146
GreatHornbill,77.095451,8.946283
GreatHornbill,92.812097,27.087146
GreatHornbill,96.476808,27.510777
GreatHornbill,88.75963,27.00246
GreatHornbill,76.678611,10.8046
GreatHornbill,92.853699,26.950963
GreatHornbill,93.398209,26.643776
GreatHornbill,73.801754,16.945074
GreatHornbill,78.959985,29.431749
GreatHornbill,92.812097,27.087146
GreatHornbill,92.853699,26.950963
GreatHornbill,76.937599,10.351512
GreatHornbill,93.410865,26.582274
GreatHornbill,76.586134,10.304142
GreatHornbill,79.053841,29.481926
GreatHornbill,76.678611,10.8046
GreatHornbill,92.812097,27.087146
GreatHornbill,88.75963,27.00246
GreatHornbill,76.968713,10.342303
GreatHornbill,92.877962,26.932481
GreatHornbill,92.812097,27.087146
GreatHornbill,88.738066,26.741042
GreatHornbill,76.934381,10.35776
GreatHornbill,76.934381,10.35776
GreatHornbill,93.398209,26.643776
GreatHornbill,92.812097,27.087146
GreatHornbill,76.93679,10.35358
GreatHornbill,92.812097,27.087146
GreatHornbill,76.953735,10.329072
GreatHornbill,73.775489,15.662751
GreatHornbill,74.206188,14.976075
GreatHornbill,92.812097,27.087146
GreatHornbill,88.75963,27.00246
GreatHornbill,96.399904,27.498596
GreatHornbill,88.75963,27.00246
GreatHornbill,76.934381,10.35776
GreatHornbill,76.934381,10.35776
GreatHornbill,77.546482,9.598166
GreatHornbill,76.934381,10.35776
GreatHornbill,88.75963,27.00246
GreatHornbill,76.934381,10.35776
GreatHornbill,92.812097,27.087146
GreatHornbill,93.176551,26.569491
GreatHornbill,76.98077,10.36277
GreatHornbill,73.401845,18.415982
GreatHornbill,74.367996,15.33148
GreatHornbill,76.828299,10.279426
GreatHornbill,74.206188,14.976075
GreatHornbill,76.953735,10.329072
GreatHornbill,93.266338,26.615357
GreatHornbill,92.812097,27.087146
GreatHornbill,93.266338,26.615357
GreatHornbill,76.953735,10.329072
GreatHornbill,76.953735,10.329072
GreatHornbill,74.206188,14.976075
GreatHornbill,74.367996,15.33148
GreatHornbill,76.934381,10.35776
GreatHornbill,96.431489,27.514736
GreatHornbill,76.953735,10.329072
GreatHornbill,76.586134,10.304142
GreatHornbill,93.399872,26.581676
GreatHornbill,76.934381,10.35776
GreatHornbill,91.019025,26.738358
GreatHornbill,92.826778,26.921469
GreatHornbill,91.003322,26.677602
GreatHornbill,79.053841,29.481926
GreatHornbill,76.586134,10.304142
GreatHornbill,93.340019,26.58456
GreatHornbill,76.586134,10.304142
GreatHornbill,93.398209,26.643776
GreatHornbill,76.646633,11.530741
GreatHornbill,92.826778,26.921469
GreatHornbill,76.586134,10.304142
GreatHornbill,93.176551,26.569491
GreatHornbill,76.586134,10.304142
GreatHornbill,93.41946,26.649729
GreatHornbill,76.982639,10.357054
GreatHornbill,78.862036,29.586357
GreatHornbill,76.934381,10.35776
GreatHornbill,76.953735,10.329072
GreatHornbill,92.853699,26.950963
GreatHornbill,88.342737,26.835816
GreatHornbill,76.993089,10.369185
GreatHornbill,93.525148,26.609441
GreatHornbill,91.019025,26.738358
GreatHornbill,76.823766,10.45076
GreatHornbill,76.953735,10.329072
GreatHornbill,76.586134,10.304142
GreatHornbill,76.953735,10.329072
GreatHornbill,76.953735,10.329072
GreatHornbill,76.586134,10.304142
GreatHornbill,76.953735,10.329072
GreatHornbill,76.953735,10.329072
GreatHornbill,93.399872,26.581676
GreatHornbill,96.441646,27.53874
GreatHornbill,76.958799,10.370029
GreatHornbill,91.019025,26.738358
GreatHornbill,76.933204,10.357589
GreatHornbill,93.41946,26.649729
GreatHornbill,88.342737,26.835816
GreatHornbill,78.203559,29.963662
GreatHornbill,88.412812,26.81118
GreatHornbill,76.953735,10.329072
GreatHornbill,76.993089,10.369185
GreatHornbill,76.586134,10.304142
GreatHornbill,76.953735,10.329072
GreatHornbill,93.41946,26.649729
GreatHornbill,76.934381,10.35776
GreatHornbill,93.41946,26.649729
GreatHornbill,76.68869,10.533214
GreatHornbill,76.599459,11.508645
GreatHornbill,76.993089,10.369185
GreatHornbill,76.586134,10.304142
GreatHornbill,76.98077,10.36277
GreatHornbill,76.993089,10.369185
GreatHornbill,76.586134,10.304142
GreatHornbill,76.982639,10.357054
GreatHornbill,76.982639,10.357054
GreatHornbill,91.019025,26.738358
GreatHornbill,79.053841,29.481926
GreatHornbill,76.745714,10.532201
GreatHornbill,76.586134,10.304142
GreatHornbill,78.862036,29.586357
GreatHornbill,93.41946,26.649729
GreatHornbill,76.98077,10.36277
GreatHornbill,92.554407,27.103936
GreatHornbill,76.958799,10.370029
GreatHornbill,76.953735,10.329072
GreatHornbill,76.586134,10.304142
GreatHornbill,93.176551,26.569491
GreatHornbill,93.398209,26.643776
GreatHornbill,79.053841,29.481926
GreatHornbill,76.68869,10.533214
GreatHornbill,76.586134,10.304142
GreatHornbill,76.953735,10.329072
GreatHornbill,93.525148,26.609441
GreatHornbill,76.98077,10.36277
GreatHornbill,88.342737,26.835816
GreatHornbill,92.833722,26.932262
GreatHornbill,96.441646,27.53874
GreatHornbill,76.993089,10.369185
GreatHornbill,93.176551,26.569491
GreatHornbill,76.599459,11.508645
GreatHornbill,76.953735,10.329072
GreatHornbill,74.335685,15.398494
GreatHornbill,76.586134,10.304142
GreatHornbill,76.586134,10.304142
GreatHornbill,89.7,26.69
GreatHornbill,79.053841,29.481926
GreatHornbill,76.586134,10.304142
GreatHornbill,76.990376,10.261589
GreatHornbill,76.937599,10.351512
GreatHornbill,76.958799,10.370029
GreatHornbill,93.41946,26.649729
GreatHornbill,76.958799,10.370029
GreatHornbill,78.862036,29.586357
GreatHornbill,76.993089,10.369185
GreatHornbill,93.41946,26.649729
GreatHornbill,76.993089,10.369185
GreatHornbill,76.993089,10.369185
GreatHornbill,92.826778,26.921469
GreatHornbill,76.586134,10.304142
GreatHornbill,76.688948,10.128751
GreatHornbill,76.937599,10.351512
GreatHornbill,79.527697,29.352341
GreatHornbill,76.937599,10.351512
GreatHornbill,76.953735,10.329072
GreatHornbill,92.812097,27.087146
GreatHornbill,76.934381,10.35776
GreatHornbill,76.903583,10.341089
GreatHornbill,76.8538,10.304
GreatHornbill,92.826778,26.921469
GreatHornbill,76.8538,10.304
GreatHornbill,77.973506,30.282495
GreatHornbill,92.828164,26.923505
GreatHornbill,79.075298,29.440345
GreatHornbill,77.175436,9.609567
GreatHornbill,92.395878,27.106475
GreatHornbill,76.937599,10.351512
GreatHornbill,91.197149,26.735765
GreatHornbill,92.826778,26.921469
GreatHornbill,76.937599,10.351512
GreatHornbill,76.586134,10.304142
GreatHornbill,76.937599,10.351512
GreatHornbill,92.853699,26.950963
GreatHornbill,76.688948,10.128751
GreatHornbill,76.837864,10.296932
GreatHornbill,74.448724,14.634663
GreatHornbill,76.937599,10.351512
GreatHornbill,76.953735,10.329072
GreatHornbill,76.8538,10.304
GreatHornbill,79.22533,29.377927
GreatHornbill,76.903583,10.341089
GreatHornbill,91.019025,26.738358
GreatHornbill,76.903583,10.341089
GreatHornbill,76.937599,10.351512
GreatHornbill,76.8538,10.304
GreatHornbill,76.903583,10.341089
GreatHornbill,92.812097,27.087146
GreatHornbill,77.237331,9.46156
GreatHornbill,77.16844,9.6018
GreatHornbill,79.053841,29.481926
GreatHornbill,92.812097,27.087146
GreatHornbill,76.688948,10.128751
GreatHornbill,92.812097,27.087146
GreatHornbill,92.812097,27.087146
GreatHornbill,91.019025,26.738358
GreatHornbill,76.588837,10.358574
GreatHornbill,76.688948,10.128751
GreatHornbill,74.358755,14.998189
GreatHornbill,74.388471,14.584497
GreatHornbill,76.903583,10.341089
GreatHornbill,74.520586,15.292361
GreatHornbill,92.395878,27.106475
GreatHornbill,75.964928,11.884255
GreatHornbill,92.812097,27.087146
GreatHornbill,92.812097,27.087146
GreatHornbill,76.665087,10.495745
GreatHornbill,79.053841,29.481926
GreatHornbill,76.903583,10.341089
GreatHornbill,79.075298,29.440345
GreatHornbill,74.448724,14.634663
GreatHornbill,76.961117,10.351623
GreatHornbill,76.634896,10.301197
GreatHornbill,77.464943,8.462864
GreatHornbill,76.961117,10.351623
GreatHornbill,76.9697,10.338118
GreatHornbill,88.873279,26.863242
GreatHornbill,92.812097,27.087146
GreatHornbill,76.97,10.37
GreatHornbill,78.905804,29.458648
GreatHornbill,76.982639,10.357054
GreatHornbill,73.801754,16.945074
GreatHornbill,76.992724,10.394539
GreatHornbill,76.77569,10.392879
GreatHornbill,73.251193,17.858274
GreatHornbill,77.4115,9.58778
GreatHornbill,76.992724,10.394539
GreatHornbill,76.77569,10.392879
GreatHornbill,76.858699,10.283653
GreatHornbill,76.961117,10.351623
GreatHornbill,76.91172,10.31333
GreatHornbill,76.858699,10.283653
GreatHornbill,76.755514,10.302364
GreatHornbill,76.982894,10.448275
GreatHornbill,76.858699,10.283653
GreatHornbill,74.520586,15.292361
GreatHornbill,76.996383,10.349012
GreatHornbill,76.996383,10.349012
GreatHornbill,76.603831,10.303139
GreatHornbill,76.858699,10.283653
GreatHornbill,73.962107,15.351139
GreatHornbill,76.858699,10.283653
GreatHornbill,76.586134,10.304142
GreatHornbill,76.684055,10.530514
GreatHornbill,76.961117,10.351623
GreatHornbill,73.875504,15.749828
GreatHornbill,76.880744,10.510742
GreatHornbill,76.858699,10.283653
GreatHornbill,76.961117,10.351623
GreatHornbill,76.700336,10.523984
GreatHornbill,73.962107,15.351139
GreatHornbill,76.953757,10.352467
GreatHornbill,76.684055,10.530514
GreatHornbill,76.953757,10.352467
GreatHornbill,76.603831,10.303139
GreatHornbill,76.961117,10.351623
GreatHornbill,76.91172,10.31333
GreatHornbill,76.858699,10.283653
GreatHornbill,76.968155,10.321664
GreatHornbill,76.934381,10.35776
GreatHornbill,76.984034,10.448805
GreatHornbill,76.953735,10.329072
GreatHornbill,76.574407,10.302368
GreatHornbill,76.96308,10.348948
GreatHornbill,73.723155,15.761259
GreatHornbill,73.723155,15.761259
GreatHornbill,76.953735,10.329072
GreatHornbill,76.452012,10.457428
GreatHornbill,76.992724,10.394539
GreatHornbill,73.723155,15.761259
GreatHornbill,76.844087,10.470088
GreatHornbill,76.934381,10.35776
GreatHornbill,76.844087,10.470088
GreatHornbill,79.807949,29.098777
GreatHornbill,76.8175,10.33282
GreatHornbill,76.718903,10.304451
GreatHornbill,76.983874,10.448787
GreatHornbill,76.934381,10.35776
GreatHornbill,76.849132,10.28164
GreatHornbill,76.992724,10.394539
GreatHornbill,76.938318,10.324071
GreatHornbill,76.4632,10.3798
GreatHornbill,74.123597,15.645602
GreatHornbill,76.61239,11.538011
GreatHornbill,76.934381,10.35776
GreatHornbill,76.968155,10.321664
GreatHornbill,76.953735,10.329072
GreatHornbill,76.844087,10.470088
GreatHornbill,76.984954,10.444643
GreatHornbill,76.934381,10.35776
GreatHornbill,76.649766,10.295021
GreatHornbill,76.953735,10.329072
GreatHornbill,73.551214,15.937273
GreatHornbill,76.983874,10.448787
GreatHornbill,76.934381,10.35776
GreatHornbill,76.934381,10.35776
GreatHornbill,76.999215,10.356181
GreatHornbill,79.381325,29.330875
GreatHornbill,76.960291,10.330355
GreatHornbill,76.72016,10.31274
GreatHornbill,76.817756,10.304819
GreatHornbill,74.245273,15.337457
GreatHornbill,77.016521,10.283958
GreatHornbill,76.960291,10.330355
GreatHornbill,76.61239,11.538011
GreatHornbill,76.934381,10.35776
GreatHornbill,76.779931,10.300533
GreatHornbill,76.712894,10.333758
GreatHornbill,73.723155,15.761259
GreatHornbill,76.984034,10.448805
GreatHornbill,76.960291,10.330355
GreatHornbill,76.934381,10.35776
GreatHornbill,76.4632,10.3798
GreatHornbill,73.723155,15.761259
GreatHornbill,76.666663,10.529802
GreatHornbill,76.934381,10.35776
GreatHornbill,76.934381,10.35776
GreatHornbill,76.779931,10.300533
GreatHornbill,79.010684,29.407894
GreatHornbill,76.968155,10.321664
GreatHornbill,76.844087,10.470088
GreatHornbill,76.71195,10.336857
GreatHornbill,76.779931,10.300533
GreatHornbill,76.968155,10.321664
GreatHornbill,76.984034,10.448805
GreatHornbill,76.984034,10.448805
GreatHornbill,76.452012,10.457428
GreatHornbill,76.96308,10.348948
GreatHornbill,76.960291,10.330355
GreatHornbill,76.933204,10.357589
GreatHornbill,76.934381,10.35776
GreatHornbill,76.961117,10.351623
GreatHornbill,74.978512,13.938624
GreatHornbill,76.961117,10.351623
GreatHornbill,76.934381,10.35776
GreatHornbill,76.68677,10.937063
GreatHornbill,76.709992,10.495684
GreatHornbill,74.991826,13.928716
GreatHornbill,92.812097,27.087146
GreatHornbill,76.96308,10.348948
GreatHornbill,79.037426,29.40825
GreatHornbill,76.961117,10.351623
GreatHornbill,77.168226,9.591779
GreatHornbill,76.933204,10.357589
GreatHornbill,76.962681,10.581062
GreatHornbill,76.68677,10.937063
GreatHornbill,76.934381,10.35776
GreatHornbill,74.978512,13.938624
GreatHornbill,76.965966,10.343629
GreatHornbill,76.709992,10.495684
GreatHornbill,92.812097,27.087146
GreatHornbill,92.812097,27.087146
GreatHornbill,78.970971,29.389953
GreatHornbill,74.978512,13.938624
GreatHornbill,74.978512,13.938624
GreatHornbill,76.81308,10.287601
GreatHornbill,76.68677,10.937063
GreatHornbill,74.991826,13.928716
GreatHornbill,92.97715,26.93853
GreatHornbill,92.812097,27.087146
GreatHornbill,74.53316,15.28242
GreatHornbill,88.34274,26.83582
GreatHornbill,76.937599,10.351512
GreatHornbill,76.937599,10.351512
GreatHornbill,76.934381,10.35776
GreatHornbill,76.937599,10.351512
GreatHornbill,92.812097,27.087146
GreatHornbill,76.934381,10.35776
GreatHornbill,76.960291,10.330355
GreatHornbill,78.905804,29.458648
GreatHornbill,93.398209,26.643776
GreatHornbill,88.34274,26.83582
GreatHornbill,79.053841,29.481926
GreatHornbill,92.8289,26.9196
GreatHornbill,92.812097,27.087146
GreatHornbill,76.934381,10.35776
GreatHornbill,76.960291,10.330355
GreatHornbill,76.934381,10.35776
GreatHornbill,93.394325,26.580981
GreatHornbill,74.991826,13.928716
GreatHornbill,74.35902,14.912925
GreatHornbill,93.394904,26.584996
GreatHornbill,74.342723,15.386495
GreatHornbill,77.065643,10.086275
GreatHornbill,74.2297,15.568309
GreatHornbill,74.2297,15.568309
GreatHornbill,79.053841,29.481926
GreatHornbill,73.962107,15.351139
GreatHornbill,93.394904,26.584996
GreatHornbill,79.14966,29.45913
GreatHornbill,74.0989,15.7975
GreatHornbill,76.934381,10.35776
GreatHornbill,73.944941,15.355873
GreatHornbill,73.962107,15.351139
GreatHornbill,92.812097,27.087146
GreatHornbill,88.34274,26.83582
GreatHornbill,92.812097,27.087146
GreatHornbill,88.34274,26.83582
GreatHornbill,76.953735,10.329072
GreatHornbill,76.96765,10.46134
GreatHornbill,88.34274,26.83582
GreatHornbill,76.934381,10.35776
GreatHornbill,76.88138,10.511626
GreatHornbill,79.144539,29.456093
GreatHornbill,79.0737,29.602809
GreatHornbill,76.960291,10.330355
GreatHornbill,73.944941,15.355873
GreatHornbill,79.053841,29.481926
GreatHornbill,76.934381,10.35776
GreatHornbill,76.937599,10.351512
GreatHornbill,78.267683,29.903814
GreatHornbill,73.940134,15.37615
GreatHornbill,76.934381,10.35776
GreatHornbill,91.775494,25.822994
GreatHornbill,92.812097,27.087146
GreatHornbill,92.812097,27.087146
GreatHornbill,92.812097,27.087146
GreatHornbill,79.807949,29.098777
GreatHornbill,95.671134,27.396155
GreatHornbill,74.144587,15.508219
GreatHornbill,76.934381,10.35776
GreatHornbill,92.812097,27.087146
GreatHornbill,76.934381,10.35776
GreatHornbill,74.520586,15.292361
GreatHornbill,76.961117,10.351623
GreatHornbill,95.671134,27.396155
GreatHornbill,76.98077,10.36277
GreatHornbill,74.520586,15.292361
GreatHornbill,76.903583,10.341089
GreatHornbill,74.200115,15.410996
GreatHornbill,77.29557,8.628591
GreatHornbill,76.620648,10.861988
GreatHornbill,79.126968,29.406703
GreatHornbill,78.20766,29.74183
GreatHornbill,76.903583,10.341089
GreatHornbill,76.844087,10.470088
GreatHornbill,92.812097,27.087146
GreatHornbill,75.860836,11.949319
GreatHornbill,93.512844,26.694091
GreatHornbill,92.812097,27.087146
GreatHornbill,76.891133,10.356915
GreatHornbill,74.520586,15.292361
GreatHornbill,76.961117,10.351623
GreatHornbill,92.812097,27.087146
GreatHornbill,76.961117,10.351623
GreatHornbill,76.961117,10.351623
GreatHornbill,78.905804,29.458648
GreatHornbill,76.961117,10.351623
GreatHornbill,76.961117,10.351623
GreatHornbill,92.812097,27.087146
GreatHornbill,77.29557,8.628591
GreatHornbill,92.812097,27.087146
GreatHornbill,74.520586,15.292361
GreatHornbill,93.398209,26.643776
GreatHornbill,95.671134,27.396155
GreatHornbill,78.862036,29.586357
GreatHornbill,76.98077,10.36277
GreatHornbill,76.935688,10.354661
GreatHornbill,76.999215,10.356181
GreatHornbill,92.812097,27.087146
GreatHornbill,76.98397,10.344116
GreatHornbill,76.891133,10.356915
GreatHornbill,77.29557,8.628591
GreatHornbill,76.903583,10.341089
GreatHornbill,76.903583,10.341089
GreatHornbill,76.961117,10.351623
GreatHornbill,92.812097,27.087146
GreatHornbill,76.961117,10.351623
GreatHornbill,74.520586,15.292361
GreatHornbill,79.075298,29.440345
GreatHornbill,76.954426,10.32806
GreatHornbill,74.520586,15.292361
GreatHornbill,74.2297,15.568309
GreatHornbill,92.812097,27.087146
GreatHornbill,93.398209,26.643776
GreatHornbill,76.87107,10.284624
GreatHornbill,76.953735,10.329072
GreatHornbill,74.2297,15.568309
GreatHornbill,76.75154,10.246006
GreatHornbill,76.75154,10.246006
GreatHornbill,76.953735,10.329072
GreatHornbill,93.398209,26.643776
GreatHornbill,76.75154,10.246006
GreatHornbill,77.176521,8.916895
GreatHornbill,76.953735,10.329072
GreatHornbill,77.180328,9.576376
GreatHornbill,74.520586,15.292361
GreatHornbill,90.837203,26.645951
GreatHornbill,76.953735,10.329072
GreatHornbill,76.953735,10.329072
GreatHornbill,74.2297,15.568309
GreatHornbill,76.934381,10.35776
GreatHornbill,74.2297,15.568309
GreatHornbill,74.2297,15.568309
GreatHornbill,76.953735,10.329072
GreatHornbill,78.9961,29.4141
GreatHornbill,79.333472,29.314111
GreatHornbill,76.991412,10.367492
GreatHornbill,76.383133,10.29785
GreatHornbill,88.342737,26.835816
GreatHornbill,79.053841,29.481926
GreatHornbill,79.11624,29.412928
GreatHornbill,77.113037,9.579761
GreatHornbill,79.053841,29.481926
GreatHornbill,79.053841,29.481926
GreatHornbill,77.098489,8.901777
GreatHornbill,92.828979,26.928804
GreatHornbill,93.520517,26.64092
GreatHornbill,92.42762,23.67001
GreatHornbill,76.953735,10.329072
GreatHornbill,92.41504,23.67188
GreatHornbill,89.561234,26.649914
GreatHornbill,78.920975,29.506275
GreatHornbill,88.275147,26.63502
GreatHornbill,76.383133,10.29785
GreatHornbill,79.109926,29.565208
GreatHornbill,76.95331,10.32341
GreatHornbill,92.41504,23.67188
GreatHornbill,78.920975,29.506275
GreatHornbill,76.424117,11.084922
GreatHornbill,92.419664,23.671647
GreatHornbill,92.42303,23.67256
GreatHornbill,93.398209,26.643776
GreatHornbill,91.019025,26.738358
GreatHornbill,92.42762,23.67001
GreatHornbill,79.22258,29.4082
GreatHornbill,91.748564,26.092328
GreatHornbill,92.42303,23.67256
GreatHornbill,93.398209,26.643776
GreatHornbill,76.953735,10.329072
GreatHornbill,92.419664,23.671647
GreatHornbill,79.053841,29.481926
GreatHornbill,92.853699,26.950963
GreatHornbill,76.937513,10.322519
GreatHornbill,92.994289,26.524574
GreatHornbill,79.053841,29.481926
GreatHornbill,92.853699,26.950963
GreatHornbill,92.40643,23.69445
GreatHornbill,77.168226,9.591779
GreatHornbill,91.655482,26.226762
GreatHornbill,92.994289,26.524574
GreatHornbill,92.853699,26.950963
GreatHornbill,78.212271,29.974714
GreatHornbill,77.180328,9.576376
GreatHornbill,76.780572,10.303435
GreatHornbill,91.019025,26.738358
